CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57
1,001_img.png,0.007003593292520628,0.02417154644663295,0.00013308490817141337,0.0014972052169284003,0.0001663561352142667,0.023572664359861592,4.990684056428001e-05,0.0014972052169284003,0.0001164492946499867,0.005523023689113654,0.006005456481235028,0.0014472983763641203,0.0014472983763641203,0.006088634548842162,0.005905642800106468,0.0009482299707213203,0.0011811285600212935,0.022042187915890337,0.005839100346020761,0.023755656108597284,0.006770694703220655,0.023572664359861592,0.006288261911099281,0.02412163960606867,0.007552568538727708,0.06820601543784935,0.015105137077455416,0.015204950758583977,0.07635746606334842,0.06531141868512111,0.01339166888474847,0.016153180729305296,0.0752262443438914,0.05245208943305829,0.013957279744476976,0.020079185520361992,0.01585373968591962,0.05243545381953686,0.014655975512376896,0.01879824327921214,0.01578719723183391,0.0052568538727708275,0.005190311418685121,0.011977641735427202,0.01234362523289859,0.005123768964599414,0.0056062017567207875,0.012975778546712802,0.013058956614319937,0.005855735959542188,0.0007153313814213468,0.005706015437849348,0.015055230236891136,0.006055363321799308,0.0006321533138142134,0.0067041522491349485,0.016352808091562417,0.11571732765504392
2,002_img.png,0.0043235453071518645,0.024860385516123223,9.007386056566384e-05,0.0003602954422626554,0.0,0.021887948117456313,0.0001801477211313277,0.0005404431633939831,0.0,0.004503693028283192,0.007566204287515763,0.001711403350747613,0.00117096018735363,0.007115834984687444,0.004863988470545848,0.0010808863267879661,0.0012610340479192938,0.025130607097820213,0.005224283912808503,0.018555215276526753,0.0037831021437578815,0.02152765267519366,0.005044136191677175,0.019996397045577374,0.003422806701495226,0.10574671230408936,0.01215997117636462,0.010628715546748334,0.08611061070077464,0.08539001981624933,0.01008827238335435,0.010898937128445325,0.09754999099261394,0.06440281030444965,0.014952260853900199,0.014952260853900199,0.01125923257070798,0.054404611781660964,0.011349306431273645,0.014682039272203207,0.011439380291839309,0.0031525851197982345,0.0031525851197982345,0.013961448387677896,0.010898937128445325,0.002882363538101243,0.0020716987930102684,0.01125923257070798,0.008827238335435058,0.005944874797333814,0.0,0.004954062331111512,0.017924698252567105,0.004143397586020537,9.007386056566384e-05,0.003963249864889209,0.01801477211313277,0.08854260493604756
3,003_img.png,0.005739657786441412,0.021767381416504222,0.0,0.0011912497292614252,0.0,0.02631578947368421,0.0,0.001299545159194282,0.0,0.004873294346978557,0.004223521767381416,0.0009746588693957114,0.0011912497292614252,0.006389430366038553,0.003357158327918562,0.000649772579597141,0.0008663634394628547,0.019384881957981374,0.0021659085986571367,0.013861815031405674,0.005523066926575698,0.019926359107645657,0.0034654537578514186,0.025882607753952784,0.009638293264024258,0.08165475416937405,0.005306476066709985,0.005523066926575698,0.08382066276803118,0.06281134936105696,0.008338748104829976,0.011371020142949967,0.14327485380116958,0.07623998267273122,0.009205111544292831,0.007688975525232835,0.007797270955165692,0.04894953432965129,0.009421702404158544,0.023500108295429933,0.015919428200129954,0.004873294346978557,0.004764998917045701,0.00855533896469569,0.006606021225904267,0.0017327268789257093,0.003140567468052848,0.009638293264024258,0.01061295213341997,0.009529997834091402,0.00043318171973142733,0.00649772579597141,0.014078405891271389,0.0028156811782542777,0.00043318171973142733,0.007797270955165692,0.01472817847086853,0.11425167857916396
4,004_img.png,0.005932203389830509,0.024858757062146894,0.0,0.0011299435028248588,0.0002824858757062147,0.02288135593220339,0.0,0.002824858757062147,0.0,0.007062146892655367,0.007627118644067797,0.002542372881355932,0.0039548022598870055,0.006779661016949152,0.004519774011299435,0.0022598870056497176,0.0005649717514124294,0.02344632768361582,0.003672316384180791,0.029943502824858758,0.005367231638418079,0.024293785310734464,0.0039548022598870055,0.029943502824858758,0.003389830508474576,0.0596045197740113,0.015819209039548022,0.014124293785310734,0.06638418079096045,0.07005649717514124,0.007344632768361582,0.015536723163841809,0.05141242937853107,0.06836158192090395,0.014971751412429379,0.02062146892655367,0.01864406779661017,0.04858757062146893,0.011581920903954802,0.01751412429378531,0.011581920903954802,0.0064971751412429375,0.0064971751412429375,0.010169491525423728,0.010169491525423728,0.003389830508474576,0.005084745762711864,0.010451977401129943,0.012146892655367232,0.00847457627118644,0.000847457627118644,0.00903954802259887,0.012711864406779662,0.009887005649717515,0.000847457627118644,0.005932203389830509,0.011299435028248588,0.14717514124293785
5,005_img.png,0.008021319120586276,0.025858316677770374,9.771263602043082e-05,0.0011103708638685321,0.00028425494115034424,0.026320230957139683,6.218076837663779e-05,0.0011547856984232734,0.00023095713968465466,0.006235842771485676,0.005987119697979125,0.0010570730624028426,0.0014479236064845657,0.00785254274927826,0.00575616255829447,0.000932711525649567,0.0013235620697312903,0.02282034199422607,0.0052587164112813676,0.02149677992449478,0.004814568065733955,0.02302465023317788,0.005578503220075505,0.026311347990228738,0.004716855429713524,0.051725516322451696,0.010055518543193427,0.013217854763491006,0.051725516322451696,0.049771263602043085,0.011787697090828336,0.015047745947146347,0.05012658227848101,0.047221852098600935,0.01136131467910282,0.018423273373306685,0.011441261381301355,0.040586275816122584,0.012214079502553854,0.02179880079946702,0.012302909171663335,0.003677548301132578,0.004574727959138352,0.010011103708638685,0.009407061958694203,0.0032422829224961138,0.004468132356206973,0.011032644903397735,0.010410837219631357,0.011299133910726183,0.0004974461470131023,0.009558072396180324,0.01925827226293582,0.007932489451476793,0.00047968021319120586,0.009575838330002221,0.020723961803242284,0.22728847435043303
6,006_img.png,0.007564581975367937,0.020669662767161822,0.0001372259768774229,0.0012178805447871281,0.00020583896531613434,0.022453600466568323,0.00015437922398710077,0.0012178805447871281,0.00010291948265806717,0.006947065079419534,0.006724072866993722,0.0012350337918968061,0.0015266389927613298,0.008164945624206662,0.007495968986929225,0.0013208000274451954,0.0017153247109677862,0.023843013482452227,0.00698137157363889,0.027891179800336202,0.0063295481834711315,0.0253353459809942,0.0091426807094583,0.031750660400013724,0.007255823527393735,0.055250608940272394,0.015712374352464923,0.021544478369755395,0.07423925349068579,0.05552506089402724,0.016895948403032695,0.024048852447768363,0.08629798620878933,0.04684551785653024,0.015660914611135886,0.018902878314865004,0.01909156403307146,0.04111633332189783,0.016878795155923016,0.021990462794607018,0.022402140725239286,0.005437579333767882,0.005437579333767882,0.012041579470993859,0.013533911969535833,0.005094514391574325,0.006020789735496929,0.013945589900168101,0.01420288860681327,0.0048886754262581905,0.0008919688497032489,0.005471885827987238,0.014391574325019725,0.004562763731174311,0.0006003636488387252,0.00569487804041305,0.016964561391471407,0.09103228241106041
7,007_img.png,0.007529180075892213,0.02323598635861473,0.0001921321869446179,0.0015610740189250204,0.00010807435515634756,0.022791680676305298,7.204957010423171e-05,0.0016571401123973294,6.0041308420193095e-05,0.006124213458859696,0.007240981795475287,0.0012968922618761707,0.0011768096450357846,0.00721696527210721,0.006676593496325472,0.0014049666170325183,0.001104760074931553,0.0281713819107546,0.006784667851481819,0.02495316777943225,0.006388395215908545,0.02598587828425957,0.006928766991690283,0.02597387002257553,0.006544502617801047,0.06460444786012777,0.017015706806282723,0.016283202843556367,0.05322061578365916,0.05701522647581536,0.015838897161246937,0.017712185983956963,0.05815601133579903,0.051779624381574525,0.016211153273452135,0.022767664152937222,0.01468610403957923,0.0481651376146789,0.015622748450934244,0.021686920601373744,0.01694365723617849,0.0066285604495893175,0.006688601758009511,0.014481963590950574,0.014626062731159038,0.006940775253374321,0.006316345645804314,0.014758153609683463,0.014145732263797492,0.00756520486094433,0.000912627887986935,0.007577213122628369,0.01443393054421442,0.00695278351505836,0.0007084874393582785,0.006904750468322206,0.016535376338921177,0.12493395456073779
8,008_img.png,0.009180609180609181,0.01776061776061776,0.0002574002574002574,0.0014586014586014586,0.0001716001716001716,0.018961818961818963,0.0002574002574002574,0.0018876018876018876,0.0001716001716001716,0.006864006864006864,0.0075504075504075506,0.002917202917202917,0.001287001287001287,0.008065208065208065,0.007636207636207636,0.0026598026598026597,0.0027456027456027455,0.026340626340626342,0.007121407121407121,0.022737022737022737,0.009094809094809095,0.03234663234663235,0.009009009009009009,0.0283998283998284,0.008236808236808236,0.08477048477048477,0.021278421278421278,0.014328614328614328,0.0574002574002574,0.08622908622908623,0.021793221793221792,0.017674817674817676,0.07413127413127413,0.05371085371085371,0.017674817674817676,0.015787215787215786,0.009781209781209782,0.04084084084084084,0.015873015873015872,0.019476619476619477,0.014586014586014585,0.005834405834405834,0.004976404976404976,0.008494208494208495,0.008065208065208065,0.00429000429000429,0.004633204633204633,0.011497211497211498,0.011754611754611755,0.005233805233805234,0.0009438009438009438,0.004719004719004719,0.015015015015015015,0.004118404118404118,0.000429000429000429,0.004032604032604033,0.015787215787215786,0.09172029172029172
9,009_img.png,0.0046987285793255945,0.011378293716602175,2.3032983231988207e-05,0.0028560899207665377,0.00011516491615994104,0.011516491615994103,9.213193292795283e-05,0.002763957987838585,4.6065966463976415e-05,0.004491431730237701,0.004307167864381795,0.0016123088262391745,0.002003869541182974,0.0034779804680302195,0.004261101897917818,0.0013819789939192924,0.0015432098765432098,0.025866040169522757,0.0054818500092131935,0.02003869541182974,0.005504882992445182,0.023954302561267734,0.004721761562557583,0.022526257600884468,0.006955960936060439,0.08607425833793993,0.025612677353970888,0.017505067256311038,0.051018057858853876,0.07273816104661876,0.026303666850930534,0.0224571586511885,0.06412382531785517,0.07124101713653952,0.020476322093237517,0.024622259074995392,0.0158236594803759,0.06831582826607702,0.01900221116639027,0.02581997420305878,0.015339966832504145,0.006587433204348628,0.006218905472636816,0.01105583195135434,0.00962778699097107,0.0060346416067809105,0.0062649714391007924,0.009996314722682881,0.010134512622074812,0.006241938455868804,0.0008982863460475401,0.005689146858301087,0.007278422701308273,0.005573981942141146,0.001220748111295375,0.00642620232172471,0.006840796019900498,0.09581721024507094
10,010_img.png,0.00866618044532155,0.02063580591187953,0.00025741130035608563,0.0018876828692779614,0.00017160753357072376,0.017117851473679696,0.00025741130035608563,0.0018447809858852804,0.00025741130035608563,0.007636535243897207,0.008194259728002059,0.0025312111201681755,0.001973486636063323,0.008065554077824017,0.0059633617915826505,0.0023596035865974517,0.002788622420524261,0.025355013085074436,0.007722339010682569,0.027071088420781673,0.009352610579604445,0.024496975417220818,0.007422025826933802,0.029173280707023037,0.00956711999656785,0.07344802436826976,0.019734866360633232,0.019906473894203955,0.07567892230468917,0.06997297181346261,0.015873696855291948,0.01728945900725042,0.08340126131537175,0.0456905058132052,0.016259813805826077,0.01793298725814063,0.0173323608906431,0.042215453258398046,0.015401776137972457,0.01690334205671629,0.017503968424213822,0.00549144107426316,0.006521086275687503,0.01188382169977262,0.010897078381740958,0.005705950491226565,0.005405637307477798,0.010768372731562916,0.013471191385301815,0.004461795872838818,0.00137286026856579,0.004333090222660775,0.012827663134411601,0.004032777038912009,0.0009438414346389807,0.004461795872838818,0.012055429233343344,0.09005105324123729
